000000000000000121000011096,0.005,4.43,-3.21,1.07
000000000000000121000011096,0.273,4.56,-3.19,1.19
000000000000000121000011096,0.206,4.57,-3.19,1.19
000000000000000121000011096,0.187,4.58,-3.19,1.19
000000000000000121000011096,0.194,4.80,-3.11,1.22
000000000000000121000011096,0.238,4.81,-3.12,1.22
000000000000000121000011096,0.458,4.81,-3.13,1.21
000000000000000121000011096,0.470,4.81,-3.33,1.19
000000000000000121000011096,0.650,4.95,-3.45,1.25
000000000000000121000011096,0.710,4.55,-3.57,1.18
000000000000000121000011096,0.786,5.02,-3.56,1.17
000000000000000121000011096,0.860,4.74,-3.67,1.17
000000000000000121000011096,0.909,4.33,-3.79,1.18
000000000000000121000011096,0.978,3.95,-3.94,1.17
000000000000000121000011096,1.011,3.55,-4.06,1.17
000000000000000121000011096,0.737,3.28,-4.28,1.23
000000000000000121000011096,0.735,3.15,-4.37,1.17
000000000000000121000011096,0.899,3.04,-4.46,1.17
000000000000000121000011096,0.630,2.90,-4.79,1.31
000000000000000121000011096,0.526,3.11,-5.01,1.17
000000000000000121000011096,0.521,3.20,-5.13,1.20
000000000000000121000011096,0.630,3.10,-5.25,1.16
000000000000000121000011096,0.967,3.10,-5.26,1.16
000000000000000121000011096,0.496,4.03,-4.26,1.21
000000000000000121000011096,0.390,4.17,-4.09,1.22
000000000000000121000011096,0.435,4.39,-4.06,1.16
000000000000000121000011096,0.442,4.59,-3.94,1.19
000000000000000121000011096,0.466,4.81,-3.83,1.20
000000000000000121000011096,0.481,5.02,-3.75,1.17
000000000000000121000011096,0.234,5.70,-3.56,1.18
000000000000000121000011096,0.185,5.95,-3.55,1.19
000000000000000121000011096,0.166,5.95,-3.54,1.19
000000000000000121000011096,0.154,5.97,-3.54,1.19
000000000000000121000011096,0.155,5.98,-3.54,1.19
000000000000000121000011096,0.160,6.00,-3.54,1.19
000000000000000121000011096,0.158,6.01,-3.55,1.19
000000000000000121000011096,0.160,6.08,-3.75,1.20
000000000000000121000011096,0.161,6.03,-3.87,1.19
000000000000000121000011096,0.162,5.99,-3.97,1.20
000000000000000121000011096,0.173,5.94,-4.08,1.21
000000000000000121000011096,0.188,5.94,-4.08,1.21
000000000000000121000011096,0.195,5.94,-4.09,1.21
000000000000000121000011096,0.185,5.94,-4.09,1.22
000000000000000121000011096,0.181,5.95,-4.09,1.22
000000000000000121000011096,0.191,6.10,-4.20,1.21
000000000000000121000011096,0.284,6.10,-4.21,1.21
000000000000000121000011096,0.241,6.17,-4.38,1.24
